Accession Date (YYYYMMDD),Accession #,Title,Author,Author_name_portion,# Times Checked Out
18940912,9110,The bow of orange ribbon : a romance of New York.,"Barr, Amelia Edith Huddleston, 1831-1919.", Amelia Edith Huddleston Barr,203
18940912,9112,Ben-Hur : a tale of the Christ.,"Wallace, Lew, 1827-1905.", Lew Wallace,104
18921017,8332,"On time, or, The young captain of the Ucayga steamer.","Adams, William T. ‡q (William Taylor), 1822-1897.", William Taylor Adams,207
18921017,8334,"The starry flag : or, The young fisherman of Cape Ann.","Adams, William T. ‡q (William Taylor), 1822-1897.", William Taylor Adams,150
18921017,8336,"The Count of Monte Cristo, or, The revenge of Edmond Dantes.","Dumas, Alexandre, 1802-1870.", Alexandre Dumas,101
18921017,8337,The gorilla hunters : a tale of the wilds of Africa.,"Ballantyne, R. M. (Robert Michael), 1825-1894.", Robert Michael Ballantyne,159
18921017,8338,Cast up by the sea.,"Baker, Samuel White, Sir, 1821-1893.", Sir Samuel White Baker,95
18921017,8339,The heir of Redclyffe.,"Yonge, Charlotte Mary, 1823-1901.", Charlotte Mary Yonge,158
18921017,8343,Dick's sweetheart.,"Duchess, 1855?-1897.",Duchess,119
18921017,8349,The Eichhofs : a romance.,"Bethusy-Huc, Valeska, Gräfin von, 1849-1926.","Valeska, Gräfin von Bethusy-Huc",141
18921017,8350,Castle Hohenwald : a romance.,"Streckfuss, Adolf, 1823-1895.", Adolf Streckfuss,186
18921017,8351,In the Schillingscourt : a romance.,"John, Eugenie, 1825-1887.", Eugenie John,166
18921017,8353,The bailiff's maid : a romance.,"John, Eugenie, 1825-1887.", Eugenie John,42
18921017,8362,"The colonel's daughter, or Winning his spurs.","King, Charles, 1844-1933.", Charles King,187
18921017,8363,Marion's faith.,"King, Charles, 1844-1933.", Charles King,125
18921017,8364,The new mistress : a tale.,"Fenn, George Manville, 1831-1909.", George Manville Fenn,90
18940925,9131,Treasure island.,"Stevenson, Robert Louis, 1850-1894.", Robert Louis Stevenson,90
18921017,8365,Elsie Dinsmore.,"Finley, Martha, 1828-1909.", Martha Finley,237
18921017,8366,Elsie's children.,"Finley, Martha, 1828-1909.", Martha Finley,142
18921017,8367,"Elsie's widowhood : a sequel to ""Elsie's children"".","Finley, Martha, 1828-1909.", Martha Finley,164
18921017,8368,Holidays at Roselands : with some after scenes in Elsie's life ; being a sequel to Elsie Dinsmore.,"Finley, Martha, 1828-1909.", Martha Finley,178
18921017,8369,"Elsie's motherhood : a sequel to ""Elsie's womanhood"".","Finley, Martha, 1828-1909.", Martha Finley,169
18921017,8375,Ned in the woods : a tale of the early days in the west.,"Ellis, Edward Sylvester, 1840-1916.", Edward Sylvester Ellis,210
18921017,8378,"A chance for himself, or, Jack Hazard and his treasure.","Trowbridge, J. T. (John Townsend), 1827-1916.", John Townsend Trowbridge,144
18921017,8382,"Lawrence's adventures among the ice-cutters, glass-makers, coal-miners, iron-men, and ship-builders.","Trowbridge, J. T. (John Townsend), 1827-1916.", John Townsend Trowbridge,129
18921017,8383,"Samantha at Saratoga, or, ""Flirtin' with fashion"".","Holley, Marietta, 1836-1926.", Marietta Holley,99
18921017,8386,By woman's wit : a novel.,"Alexander, Mrs., 1825-1902.", Mrs. Alexander,210
18921017,8387,A life interest.,"Alexander, Mrs., 1825-1902.", Mrs. Alexander,98
18921019,8388,The snare of the fowler.,"Alexander, Mrs., 1825-1902.", Mrs. Alexander,161
18921019,8390,The reproach of Annesley.,"Tuttiett, Mary Gleed, d. 1923.", Mary Gleed Tuttiett,74
18921019,8391,The mysterious island.,"Verne, Jules, 1828-1905.", Jules Verne,69
18921019,8393,A life for a life.,"Craik, Dinah Maria Mulock, 1826-1887.", Dinah Maria Mulock Craik,117
18921019,8394,Hannah.,"Craik, Dinah Maria Mulock, 1826-1887.", Dinah Maria Mulock Craik,97
18921019,8395,Mistress and maid : a household story.,"Craik, Dinah Maria Mulock, 1826-1887.", Dinah Maria Mulock Craik,108
18921019,8396,Pride and prejudice and Northanger abbey.,"Austen, Jane, 1775-1817.", Jane Austen,98
18940926,9132,"Freaks of fortune, or, Half round the world.","Adams, William T. ‡q (William Taylor), 1822-1897.", William Taylor Adams,160
18940926,9133,"Breaking away : or, The fortunes of a student.","Adams, William T. ‡q (William Taylor), 1822-1897.", William Taylor Adams,168
18940926,9134,"Seek and find; or, The adventures of a smart boy.","Adams, William T. ‡q (William Taylor), 1822-1897.", William Taylor Adams,180
18940926,9135,"Make or break : or, The rich man's daughter.","Adams, William T. ‡q (William Taylor), 1822-1897.", William Taylor Adams,151
18940926,9137,"Shamrock and thistle; or, Young America in Ireland and Scotland : a story of travel and adventure.","Adams, William T. ‡q (William Taylor), 1822-1897.", William Taylor Adams,98
18940926,9136,"Down the river : or, Buck Bradford and his tyrants.","Adams, William T. ‡q (William Taylor), 1822-1897.", William Taylor Adams,167
18940926,9139,"Up the Baltic, or, Young America in Norway, Sweden, and Denmark.","Adams, William T. ‡q (William Taylor), 1822-1897.", William Taylor Adams,68
18940926,9144,"Isles of the sea : or, Young America homeward bound. A story of travel and adventure.","Adams, William T. ‡q (William Taylor), 1822-1897.", William Taylor Adams,68
18940926,9145,"Brake up : or, The young peacemakers.","Adams, William T. ‡q (William Taylor), 1822-1897.", William Taylor Adams,140
18940926,9146,"Bear and forbear : or, The young skipper of Lake Ucayga.","Adams, William T. ‡q (William Taylor), 1822-1897.", William Taylor Adams,167
18940926,9147,Taken by the enemy.,"Adams, William T. ‡q (William Taylor), 1822-1897.", William Taylor Adams,159
18940926,9148,Within the enemy's lines.,"Adams, William T. ‡q (William Taylor), 1822-1897.", William Taylor Adams,201
18940926,9149,On the blockade.,"Adams, William T. ‡q (William Taylor), 1822-1897.", William Taylor Adams,169
18940926,9150,Stand by the Union.,"Adams, William T. ‡q (William Taylor), 1822-1897.", William Taylor Adams,163
18940926,9151,Fighting for the right.,"Adams, William T. ‡q (William Taylor), 1822-1897.", William Taylor Adams,160
18940926,9152,A victorious union.,"Adams, William T. ‡q (William Taylor), 1822-1897.", William Taylor Adams,153
18940926,9156,A world of girls : the story of a school.,"Meade, L. T., 1854-1914.", L. T. Meade,373
18940926,9157,A sweet girl graduate.,"Meade, L. T., 1854-1914.", L. T. Meade,143
18940926,9158,"Girl neighbors: or, the old fashion and the new.","Keddie, Henrietta, ‡d 1827-1914.", Henrietta Keddie,126
18940926,9159,"Yussuf the guide : or, The mountain bandits : being a story of strange adventure in Asia Minor.","Fenn, George Manville, 1831-1909.", George Manville Fenn,63
18940926,9160,Merle's crusade : a novel.,"Carey, Rosa Nouchette, 1840-1909.", Rosa Nouchette Carey,141
18940926,9161,The story of a bad boy.,"Aldrich, Thomas Bailey, 1836-1907.", Thomas Bailey Aldrich,167
18941002,9162,The youngest Miss Lorton : and other stories.,"Perry, Nora, 1831-1896.", Nora Perry,100
18921019,8398,Won by waiting : a novel.,"Lyall, Edna, 1857-1903.", Edna Lyall,131
18921019,8399,We two : a novel.,"Lyall, Edna, 1857-1903.", Edna Lyall,124
18921019,8400,Dora Thorne.,"Brame, Charlotte M., 1836-1884.", Charlotte M. Brame,148
18941002,9164,Sweet.,"Bouvet, Marguerite, 1865-1915.", Marguerite Bouvet,89
18921019,8401,Michael Strogoff : the courier of the czar.,"Verne, Jules, 1828-1905.", Jules Verne,39
18921019,8403,The villa on the Rhine.,"Auerbach, Berthold, 1812-1882.", Berthold Auerbach,22
18921019,8405,The cabin on the prairie.,"Pearson, C. H. (Charles Henry), 1824-1906.", Charles Henry Pearson,38
18941002,9165,"John Boyd's adventures : merchant sailor, man-of-war's-man, privateersman, pirate, and algerine slave.","Knox, Thomas Wallace, 1835-1896.", Thomas Wallace Knox,114
18921019,8406,His great self.,"Harland, Marion, 1830-1922.", Marion Harland,135
18941002,9166,Sir Godfrey's grand-daughters : a novel.,"Carey, Rosa Nouchette, 1840-1909.", Rosa Nouchette Carey,88
18941002,9167,Little Miss Muffet.,"Carey, Rosa Nouchette, 1840-1909.", Rosa Nouchette Carey,132
18941002,9168,Old Jack : a tale for boys.,"Kingston, William Henry Giles, 1814-1880.", William Henry Giles Kingston,78
18941002,9169,Jack the hunchback.,"Otis, James, 1848-1912.", James Otis,66
18921019,8408,Not like other girls.,"Carey, Rosa Nouchette, 1840-1909.", Rosa Nouchette Carey,157
18921019,8413,Diana's livery.,"Brodhead, Eva Wilder, 1870-1915.", Eva Wilder Brodhead,29
18921019,8414,The shadow of a dream : a story.,"Howells, William Dean, 1837-1920.", William Dean Howells,70
18921019,8415,The lady of the Aroostook.,"Howells, William Dean, 1837-1920.", William Dean Howells,57
18941002,9170,Polly Oliver's problem : a story for girls.,"Wiggin, Kate Douglas Smith, 1856-1923.", Kate Douglas Smith Wiggin,88
18941002,9172,Little Marjorie's love-story.,"Bouvet, Marguerite, 1865-1915.", Marguerite Bouvet,120
18941002,9173,"Margaret Davis, tutor.","Ray, Anna Chapin, 1865-1945.", Anna Chapin Ray,87
18941002,9175,The prince and the pauper : a tale for young people of all ages.,"Clemens, Samuel Langhorne, ‡d 1835-1910.", Samuel Langhorne Clemens,86
18941002,9177,The Barberry bush : and eight other stories about girls for girls.,"Coolidge, Susan, 1835-1905.", Susan Coolidge,154
18941002,9182,A ring of rubies.,"Meade, L. T., 1854-1914.", L. T. Meade,209
18921019,8417,Expiation.,"Thanet, Octave, 1850-1934.", Octave Thanet,31
18921019,8418,Two little Confederates.,"Page, Thomas Nelson, 1853-1922.", Thomas Nelson Page,71
18921019,8419,Daddy Jake the runaway : and short stories told after dark.,"Harris, Joel Chandler, 1848-1908.", Joel Chandler Harris,74
18921019,8424,"Snowed up : or, The sportsman's club in the mountains.","Fosdick, Charles Austin, 1842-1915.", Charles Austin Fosdick,161
18921019,8425,"Frank Nelson in the forecastle, or, The sportsman's club among the whalers.","Fosdick, Charles Austin, 1842-1915.", Charles Austin Fosdick,112
18921019,8426,"Tom Newcombe : or, The boy of bad habits.","Fosdick, Charles Austin, 1842-1915.", Charles Austin Fosdick,155
18941002,9186,"A little queen of hearts ; an international story, 1927.","Ogden, Ruth, 1853-1927.", Ruth Ogden,104
18941002,9188,Hermine's triumphs.,"Colomb, J. (Joséphine), 1833-1892.", Joséphine Colomb,38
18941002,9189,Opening a chestnut burr.,"Roe, Edward Payson, 1838-1888.", Edward Payson Roe,188
18941002,9190,Nature's serial story.,"Roe, Edward Payson, 1838-1888.", Edward Payson Roe,202
18941002,9191,The earth trembled.,"Roe, Edward Payson, 1838-1888.", Edward Payson Roe,178
18921019,8427,"Go-ahead : or, The fisher-boy's motto.","Fosdick, Charles Austin, 1842-1915.", Charles Austin Fosdick,209
18941015,9196,Elsie Dinsmore.,"Finley, Martha, 1828-1909.", Martha Finley,184
18941015,9198,Elsie's womanhood.,"Finley, Martha, 1828-1909.", Martha Finley,186
18921019,8439,Four girls at Chautauqua.,"Alden, Isabella Macdonald, 1841-1930.", Isabella Macdonald Alden,102
18921019,8441,Ester Ried yet speaking.,"Alden, Isabella Macdonald, 1841-1930.", Isabella Macdonald Alden,64
18921019,8443,"The young outlaw, or, Adrift in the streets.","Alger, Horatio, 1832-1899.", Horatio Alger,146
18921019,8444,The telegraph boy.,"Alger, Horatio, 1832-1899.", Horatio Alger,364
18941015,9200,Elsie's Motherhood,"Finley, Martha, 1828-1909.", Martha Finley,165
18941015,9201,"Elsie's Widowhood : a sequel to ""Elsie's children"".","Finley, Martha, 1828-1909.", Martha Finley,100
18941015,9202,Grandmother Elsie : a sequel to Elsie's widowhood.,"Finley, Martha, 1828-1909.", Martha Finley,122
18940915,9203,Elsie's new relations : what they did and how they fared at Ion : a sequel to Grandmother Elsie.,"Finley, Martha, 1828-1909.", Martha Finley,109
18941015,9204,"Elsie at Nantucket : a sequel to ""Elsie's new relations.","Finley, Martha, 1828-1909.", Martha Finley,126
18941015,9205,"Elsie at Nantucket : a sequel to ""Elsie's new relations.","Finley, Martha, 1828-1909.", Martha Finley,98
18941015,9207,The two Elsies.,"Finley, Martha, 1828-1909.", Martha Finley,111
18941015,9208,Elsie's kith and kin.,"Finley, Martha, 1828-1909.", Martha Finley,103
18941015,9209,Elsie's kith and kin.,"Finley, Martha, 1828-1909.", Martha Finley,109
18941015,9210,Elsie's friends at Woodburn.,"Finley, Martha, 1828-1909.", Martha Finley,98
18941015,9211,Elsie's friends at Woodburn.,"Finley, Martha, 1828-1909.", Martha Finley,102
18941015,9212,Christmas with Grandma Elsie.,"Finley, Martha, 1828-1909.", Martha Finley,135
18941015,9213,Christmas with Grandma Elsie.,"Finley, Martha, 1828-1909.", Martha Finley,60
18941015,9214,Elsie and the Raymonds.,"Finley, Martha, 1828-1909.", Martha Finley,96
18941015,9215,Elsie and the Raymonds.,"Finley, Martha, 1828-1909.", Martha Finley,85
18941015,9217,Elsie yachting with the Raymonds.,"Finley, Martha, 1828-1909.", Martha Finley,94
18941015,9216,Elsie yachting with the Raymonds.,"Finley, Martha, 1828-1909.", Martha Finley,97
18941015,9218,Elsie's vacation and after events.,"Finley, Martha, 1828-1909.", Martha Finley,79
18941015,9219,Elsie's vacation and after events.,"Finley, Martha, 1828-1909.", Martha Finley,92
18941015,9222,Elsie at Viamede.,"Finley, Martha, 1828-1909.", Martha Finley,75
18941015,9223,Elsie at Ion.,"Finley, Martha, 1828-1909.", Martha Finley,122
18941015,9227,A round dozen.,"Coolidge, Susan, 1835-1905.", Susan Coolidge,78
18921019,8451,"Try and trust, or, the story of a bound boy.","Alger, Horatio, 1832-1899.", Horatio Alger,273
18921019,8454,"Herbert Carter's legacy, or, The inventor's son.","Alger, Horatio, 1832-1899.", Horatio Alger,217
18921019,8456,"Jack's ward, or, The boy guardian.","Alger, Horatio, 1832-1899.", Horatio Alger,190
18921019,8458,"Wait and hope, or, Ben Bradford's motto.","Alger, Horatio, 1832-1899.", Horatio Alger,216
18921019,8462,"Marcy, the refugee.","Fosdick, Charles Austin, 1842-1915.", Charles Austin Fosdick,151
18941015,9228,The new-year's bargain.,"Coolidge, Susan, 1835-1905.", Susan Coolidge,76
18941018,9230,Guert Ten Eyck : a hero story.,"Stoddard, William Osborn, 1835-1925.", William Osborn Stoddard,99
18941018,9231,The secrets at Roseladies.,"Catherwood, Mary Hartwell, 1847-1902.", Mary Hartwell Catherwood,53
18941018,9232,"Alma, or, the story of a little music mistress.","Marshall, Emma, 1830-1899.", Emma Marshall,134
18921019,8464,"Jackanapes, and other tales.","Ewing, Juliana Horatia Gatty, 1841-1885", Juliana Horatia Gatty Ewing,15
18921019,8466,Six to sixteen : a story for girls.,"Ewing, Juliana Horatia Gatty, 1841-1885.", Juliana Horatia Gatty Ewing,79
18921019,8472,Five little Peppers and how they grew.,"Sidney, Margaret, 1844-1924.", Margaret Sidney,151
18921019,8474,Five Little Peppers grown up : a sequel to Five Little Peppers midway.,"Sidney, Margaret, 1844-1924.", Margaret Sidney,113
18750313,1565,Tales of a traveler.,"Irving, Washington, 1783-1859.", Washington Irving,22
18921019,8480,What Katy did : a story.,"Coolidge, Susan, 1835-1905.", Susan Coolidge,161
18921019,8482,What Katy did next.,"Coolidge, Susan, 1835-1905.", Susan Coolidge,127
18921019,8483,"Cross Patch : and other stories, adapted from the myths of Mother Goose.","Coolidge, Susan, 1835-1905.", Susan Coolidge,146
18921019,8484,Clover.,"Coolidge, Susan, 1835-1905.", Susan Coolidge,120
18921019,8485,Eyebright : a story.,"Coolidge, Susan, 1835-1905.", Susan Coolidge,166
18921012,8486,From jest to earnest.,"Roe, Edward Payson, 1838-1888.", Edward Payson Roe,159
18921019,8487,Barriers burned away.,"Roe, Edward Payson, 1838-1888.", Edward Payson Roe,229
18921019,8488,He fell in love with his wife.,"Roe, Edward Payson, 1838-1888.", Edward Payson Roe,139
18921019,8489,A knight of the nineteenth century.,"Roe, Edward Payson, 1838-1888.", Edward Payson Roe,209
18921019,8490,An original belle.,"Roe, Edward Payson, 1838-1888.", Edward Payson Roe,247
18921019,8492,Out on the pampas : or the young settlers.,"Henty, G. A. (George Alfred), 1832-1902.", George Alfred Henty,81
18921019,8497,Gretchen : a novel.,"Holmes, Mary Jane, 1825-1907.", Mary Jane Holmes,68
18921019,8500,The English orphans : or A home in the New world.,"Holmes, Mary Jane, 1825-1907.", Mary Jane Holmes,125
18921019,8502,"Ethelyn's mistake : or, The home in the West; a novel.","Holmes, Mary Jane, 1825-1907.", Mary Jane Holmes,156
18921019,8503,Tempest and sunshine : or Life in Kentucky.,"Holmes, Mary Jane, 1825-1907.", Mary Jane Holmes,147
18921019,8506,At the mercy of Tiberius : a novel.,"Evans, Augusta J. (Augusta Jane), 1835-1909.", Augusta Jane Evans,138
18921019,8507,"Vashti, or, Until death us do part : a novel.","Evans, Augusta J. (Augusta Jane), 1835-1909.", Augusta Jane Evans,213
18921019,8512,"Linda; or, The young pilot of the Belle Creole.","Hentz, Caroline Lee, 1800-1856.", Caroline Lee Hentz,106
18921019,8513,"The planter's northern bride : or, Scenes from Mrs. Hentz's childhood.","Hentz, Caroline Lee, 1800-1856.", Caroline Lee Hentz,284
18921019,8514,Zeph : a posthumous story.,"Jackson, Helen Hunt, 1830-1885.", Helen Hunt Jackson,68
18921019,8515,Hetty's strange history.,"Jackson, Helen Hunt, 1830-1885.", Helen Hunt Jackson,100
18921019,8516,Between whiles.,"Jackson, Helen Hunt, 1830-1885.", Helen Hunt Jackson,47
18921019,8517,Old Myddelton's money : a novel.,"Hay, Mary Cecil, 1840?-1886.", Mary Cecil Hay,136
18921019,8519,"Griffith Gaunt, or, Jealousy.","Reade, Charles, 1814-1884.", Charles Reade,32
18921019,8520,A woman-hater : a novel.,"Reade, Charles, 1814-1884.", Charles Reade,41
18921019,8522,The strange adventures of a phaeton.,"Black, William, 1841-1898.", William Black,53
18921019,8523,Lorna Doone : a romance of Exmoor.,"Blackmore, R. D. (Richard Doddridge), 1825-1900.", Richard Doddridge Blackmore,101
18921019,8524,The hills of the Shatemuc.,"Warner, Susan, 1819-1885.", Susan Warner,63
18921019,8525,The open door.,"Howard, Blanche Willis, 1847-1898.", Blanche Willis Howard,193
18921019,8526,Aulnay Tower.,"Howard, Blanche Willis, 1847-1898.", Blanche Willis Howard,70
18921019,8527,Guenn : a wave on the Breton coast.,"Howard, Blanche Willis, 1847-1898.", Blanche Willis Howard,60
18921019,8529,A fair barbarian.,"Burnett, Frances Hodgson, 1849-1924.", Frances Hodgson Burnett,169
18921019,8530,"East Lynne : or, The earl's daughter.","Wood, Henry, Mrs., 1814-1887.", Mrs. Henry Wood,75
18921019,8532,One summer.,"Howard, Blanche Willis, 1847-1898.", Blanche Willis Howard,89
18921019,8534,A penniless girl : a novel.,"Heimburg, W., 1850-1912.", W. Heimburg,218
18921019,8536,A Connecticut Yankee in King Arthur's court.,"Clemens, Samuel Langhorne, ‡d 1835-1910.", Samuel Langhorne Clemens,95
18921114,8561,Wuthering Heights and Agnes Grey.,"Brontë, Emily, 1818-1848.", Emily Brontë,23
18921114,8562,The Alpine fay : a romance.,"Werner, E., 1838-1918.", E. Werner,172
18921114,8563,Erlach court.,"Schubin, Ossip, 1854-1934.", Ossip Schubin,135
18921114,8565,"At the councillor's : or, A nameless history.","John, Eugenie, 1825-1887.", Eugenie John,159
18921114,8566,The little minister.,"Barrie, J. M. (James Matthew), 1860-1937.", James Matthew Barrie,144
18921114,8567,My lady Nicotine.,"Barrie, J. M. (James Matthew), 1860-1937.", James Matthew Barrie,60
18921114,8568,A window in Thrums.,"Barrie, J. M. (James Matthew), 1860-1937.", James Matthew Barrie,74
18921114,8569,When a man's single : a tale of literary life.,"Barrie, J. M. (James Matthew), 1860-1937.", James Matthew Barrie,65
18921114,8573,Roxy.,"Eggleston, Edward, 1837-1902.", Edward Eggleston,25
18921114,8578,A child of the century.,"Wheelwright, John T. (John Tyler), 1856-1925.", John Tyler Wheelwright,27
18921114,8580,Betty Alden : the first born daughter of the Pilgrims.,"Austin, Jane G. (Jane Goodwin), 1831-1894.", Jane Goodwin Austin,90
18921114,8581,"Only human, or, Justice : a novel.","Stannard, Henrietta Eliza Vaughan Palmer, 1856-1911.", Henrietta Eliza Vaughan Palmer Stannard,121
18921114,8582,The other man's wife : a novel.,"Stannard, Henrietta Eliza Vaughan Palmer, 1856-1911.", Henrietta Eliza Vaughan Palmer Stannard,122
18921114,8585,"The world of ice, : or, The whaling cruise of ""The Dolphin,"" and the adventures of her crew in the Polar regions.","Ballantyne, R. M. (Robert Michael), 1825-1894.", Robert Michael Ballantyne,93
18921114,8586,In the golden days.,"Lyall, Edna, 1857-1903.", Edna Lyall,132
18921114,8588,A crooked path.,"Alexander, Mrs., 1825-1902.", Mrs. Alexander,149
18921114,8589,Nemesis.,"Harland, Marion, 1830-1922.", Marion Harland,52
18921114,8592,Ralph Wilton's weird : a novel.,"Alexander, Mrs., 1825-1902.", Mrs. Alexander,106
18921114,8595,Between the lines : a story of the war.,"King, Charles, 1844-1933.", Charles King,130
18921114,8596,The dove in the eagle's nest.,"Yonge, Charlotte Mary, 1823-1901.", Charlotte Mary Yonge,67
18930222,8627,Thrown on the world : a novel.,"Brame, Charlotte M., 1836-1884.", Charlotte M. Brame,19
18930222,8633,Romola.,"Cross, Marian Evans, ‡d 1819-1880.", Marian Evans Cross,15
18930222,8634,"The pathfinder; or, The inland sea.","Cooper, James Fenimore, 1789-1851.", James Fenimore Cooper,13
18930222,8639,The hunchback of Notre dame : a novel.,"Hugo, Victor, 1802-1885.", Victor Hugo,36
18930222,8641,Buttons : to which is added Bootles' baby.,"Stannard, Henrietta Eliza Vaughan Palmer, 1856-1911.", Henrietta Eliza Vaughan Palmer Stannard,40
18920223,8648,A dark inheritance.,"Hay, Mary Cecil, 1840?-1886.", Mary Cecil Hay,86
18930223,8649,My heart's darling.,"Heimburg, W., 1850-1912.", W. Heimburg,157
18930223,8650,That beautiful wretch : a Brighton story.,"Black, William, 1841-1898.", William Black,115
18930223,8652,"Erema, or, My father's sin.","Blackmore, R. D. (Richard Doddridge), 1825-1900.", Richard Doddridge Blackmore,127
18930223,8653,The master of Greylands : a novel.,"Wood, Henry, Mrs., 1814-1887.", Mrs. Henry Wood,149
18930223,8654,Roland Yorke.,"Wood, Henry, Mrs., 1814-1887.", Mrs. Henry Wood,136
18930223,8655,Lady Adelaide : a novel.,"Wood, Henry, Mrs., 1814-1887.", Mrs. Henry Wood,144
18930223,8656,East Lynne.,"Wood, Henry, Mrs., 1814-1887.", Mrs. Henry Wood,87
18950322,9417,"The belle of Lynn, or, The miller's daughter.","Clay, Bertha M., 1865-1922.", Bertha M. Clay,112
18930223,8657,Verner's pride.,"Wood, Henry, Mrs., 1814-1887.", Mrs. Henry Wood,146
18930223,8658,Alice Lorraine : a tale of the South Downs.,"Blackmore, R. D. (Richard Doddridge), 1825-1900.", Richard Doddridge Blackmore,102
18930223,8659,Saracinesca.,"Crawford, F. Marion (Francis Marion), 1854-1909.", Francis Marion Crawford,124
18930223,8660,Nora's love test.,"Hay, Mary Cecil, 1840?-1886.", Mary Cecil Hay,89
18930223,8661,Back to the old home.,"Hay, Mary Cecil, 1840?-1886.", Mary Cecil Hay,72
18930223,8662,Uarda : a romance of ancient Egypt.,"Ebers, Georg, 1837-1898.", Georg Ebers,73
18930223,8664,Melbourne House.,"Warner, Susan, 1819-1885.", Susan Warner,83
18930223,8666,"The young detective, or, Which won?","Parker, Rosa Abbott.", Rosa Abbott Parker,76
18930223,8667,Beyond pardon.,"Clay, Bertha M., 1865-1922.", Bertha M. Clay,159
18930224,8669,A thorn in her heart.,"Brame, Charlotte M., 1836-1884.", Charlotte M. Brame,44
18930224,8672,The silence of Dean Maitland : a novel.,"Tuttiett, Mary Gleed, d. 1923.", Mary Gleed Tuttiett,56
18930224,8674,Miriam : a novel.,"Harland, Marion, 1830-1922.", Marion Harland,33
18930224,8675,The parson's sin : a novel.,"Meredith, Maude.", Maude Meredith,64
18930224,8676,The senator's bride.,"Miller, Alex. McVeigh, Mrs.", Alex. McVeigh Miller,67
18930224,8677,'Lena Rivers.,"Holmes, Mary Jane, 1825-1907.", Mary Jane Holmes,34
18930525,8687,Six little girls.,"Alden, Isabella Macdonald, 1841-1930.", Isabella Macdonald Alden,88
18780108,3105,"Love me little, love me long.","Reade, Charles, 1814-1884.", Charles Reade,1
18780710,3159,Hidden perils.,"Hay, Mary Cecil, 1840?-1886.", Mary Cecil Hay,86
18780710,3163,Deceivers ever.,"Cameron, H. Lovett, Mrs.", H. Lovett Cameron,40
18930525,8720,Robert Elsmere.,"Ward, Humphry, Mrs., 1851-1920.", Mrs. Humphry Ward,53
18930615,8722,"Afloat in the forest; or, A voyage among the tree-tops.","Reid, Mayne, 1818-1883.", Mayne Reid,63
18930615,8723,Barbara's history.,"Edwards, Amelia Ann Blanford, 1831-1892.", Amelia Ann Blanford Edwards,124
18780822,3182,Jet : her face or her fortune?,"Edwards, Annie, d. 1896.", Annie Edwards,1
18780822,3184,Married beneath him.,"Payn, James, 1830-1898.", James Payn,24
